--------- beginning of main
03-12 22:19:11.027 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.027 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.039 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.039 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.044 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.045 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.054 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.054 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.062 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.063 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
--------- beginning of system
03-12 22:19:11.066  1171  1171 D io_stats: !@   8,0 r 2676409 91171272 w 2413583 60711164 d 251902 66941304 f 97330 265418 iot 1016292 0 th 0 0 0 pt 0 inp 0 0 37031.751
03-12 22:19:11.073 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.073 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.085 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ......ID 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.085 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:13.896 16245 23633 I Rubin   : [286] g2.a.n(Unknown Source) : currentTimestamp : 1773368353895, lastBatchTimestamp : 1773321706688, diff : 46647207, batchInterval : 86400000
03-12 22:19:13.896 16245 23633 I Rubin   : [286] g2.a.n(Unknown Source) : isPassedBatchInterval : FALSE
03-12 22:19:13.896 16245 23633 I Rubin   : [286] B5.d.run(Unknown Source) : IS_SEND_CONDITION : false
03-12 22:19:13.896  2105  2105 I SurfaceFlinger: [NotificationShade$_4205#16461] attach to parent LayerHierarchy{RequestedLayerState{b1195f5 NotificationShade#119 parentId=118} 1 children}
03-12 22:19:13.896 16245 23633 I Rubin   : [286] g2.a.n(Unknown Source) : currentTimestamp : 1773368353896, lastBatchTimestamp : 1772845740925, diff : 522612971, batchInterval : 604800000
03-12 22:19:13.896 16245 23633 I Rubin   : [286] g2.a.n(Unknown Source) : isPassedBatchInterval : FALSE
03-12 22:19:13.896  3003  3068 V WindowManager: Setting visibility of Window{7d20f95 u0 com.samsung.android.wallpaper.live.fold.FoldInteractive}: true, caller=com.android.server.wm.WindowContainer.sendAppVisibilityToClients:19 com.android.server.wm.WindowToken.setClientVisible:48 com.android.server.wm.WallpaperWindowToken.setVisible$1:3 com.android.server.wm.WallpaperWindowToken.commitVisibility:48 com.android.server.wm.WallpaperWindowToken.setVisibility:83 
03-12 22:19:13.896  4205  4205 I SecKeyguardClockPositionAlgorithm: prepareClockContainerHeightChanging:
03-12 22:19:13.896  4205  4205 I SecKeyguardClockPositionAlgorithm: setup() mStatusBarHeight = 94, mDarkAmount = 1.0, mHeight = 2640, mFaceWidgetContainerHeight = 265, mCurrentClockType = 1
03-12 22:19:13.896  4205  4205 I SecKeyguardClockPositionAlgorithm: getMediaContainerHeight() height = 0 container Visibility = 8, isValid = false, mIsDozing = true, source = 0, target = 0
03-12 22:19:13.896  4205  4205 I FaceWidgetPositionControllerImpl[TapToShow]: getAODFinalPosition() [14,28]
03-12 22:19:13.896  4360  5916 I WallpaperService: dispatchAppVisibility: systemlock, visible=true , mLidState = 1
03-12 22:19:13.896  4205  4205 I ViewPositionControllerManager: getAODFinalPosition: component=Clock, key=TapToShow, position=Point(14, 28)
03-12 22:19:13.896  4205  4205 I SecKeyguardClockPositionAlgorithm: getClockContainerPosition() clockX=0, aodX=14, finalX=0, clockY=265, aodY=28, finalY=265
03-12 22:19:13.896  4205  4205 I PluginFaceWidgetManager: isEditMode = false
03-12 22:19:13.896  4205  4205 I NowBarItemManager: getVisibleList isScreenTurnedOn = false / aodShowState false shouldControlScreenOff false visibleList size = 0
03-12 22:19:13.896  5393  6882 I bt_shim_scanner: system/main/shim/le_scanning_manager.cc:197 ScanFilterParamSetup: in shim layer, clientIf=1
03-12 22:19:13.896  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.896  5393  6882 I bt_shim_scanner: system/main/shim/le_scanning_manager.cc:197 ScanFilterParamSetup: in shim layer, clientIf=1
03-12 22:19:13.896  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 D TileChunkLayoutBar: calculateContainerHeight Expanded row: 4 Collapsed row: 2
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 D StackScroller: setMaxDisplayedNotifications prev -1 new 0
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.897  4205  4205 I FaceWidgetViewModel: onNioViewStateUpdated : alpha 0.0, visibility 0
03-12 22:19:13.897  4205  4205 D KeyguardStatusBarViewExt: v:0, a:0.00, com.android.systemui.statusbar.phone.KeyguardStatusBarViewController.updateViewState:34 com.android.systemui.shade.NotificationPanelViewController.onQsSetExpansionHeightCalled:6 com.android.systemui.shade.QuickSettingsControllerImpl.setExpansionHeight:308 com.android.systemui.shade.NotificationPanelViewController$ShadeLayoutChangeListener.onLayoutChange:251 android.view.View.layout:26958 
03-12 22:19:13.898  4205  4205 I FaceWidgetViewModel: onNioViewStateUpdated : alpha 0.0, visibility 4
03-12 22:19:13.898  4205  4205 D KeyguardStatusBarViewExt: v:4, a:0.00, com.android.systemui.statusbar.phone.KeyguardStatusBarViewController.updateViewState:34 com.android.systemui.shade.NotificationPanelViewController.onQsSetExpansionHeightCalled:6 com.android.systemui.shade.QuickSettingsControllerImpl.setExpansionHeight:308 com.android.systemui.shade.NotificationPanelViewController$ShadeLayoutChangeListener.onLayoutChange:251 android.view.View.layout:26958 
03-12 22:19:13.898  4205  4205 I SecKeyguardClockPositionAlgorithm: prepareClockContainerHeightChanging:
03-12 22:19:13.898  5393 28141 I bt_shim_scanner: system/main/shim/le_scanning_manager.cc:141 Unregister: in shim layer, scannerId=4
03-12 22:19:13.898  5393  5832 W bluetooth: system/gd/hci/le_scanning_manager.cc:697 unregister_scanner: unregister_scanner
03-12 22:19:13.898  4205  4205 I PluginFaceWidgetManager: isEditMode = false
03-12 22:19:13.898  4205  4205 I NowBarItemManager: getVisibleList isScreenTurnedOn = false / aodShowState false shouldControlScreenOff false visibleList size = 0
03-12 22:19:13.898  3003  5496 D SemWifiApSmartBleScanner: Stopped scanning
03-12 22:19:13.898  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.898  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.898  3003  3003 D AdaptiveBrightnessLongtermModelBuilder[0]: Received android.intent.action.SCREEN_OFF
03-12 22:19:13.899  4205  4205 D NavBarView: disableBack=false (isBackDismissIme=false, handlingGestures=false, disabledFlagBack=false, isBottomGesture=false, isImeRenderingNavButtons=false)
03-12 22:19:13.899  4205  4205 D Navbar.Store: handleEvent(0) OnUpdateSysUiStateFlag(noArguments=true) [Module] SamsungNavigationBarView
03-12 22:19:13.899  4205  4205 D Navbar.Store: --[Band]GESTURE_PACK_UPDATE_SYSTEMUI_STATE_FLAG
03-12 22:19:13.899  4205  4205 D Navbar.Store: --[Band] (afterAction) GESTURE_PACK_UPDATE_SYSTEMUI_STATE_FLAG
03-12 22:19:13.899  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.899  3003  3082 D AdaptiveBrightnessWeightStats: log: l:4.0 b:15.763 t:26.231998 u:false 
03-12 22:19:13.899  3003  3082 D AdaptiveBrightnessWeightStats: updateTransientStats: -6.0 < 4.0 < 14.0  b:15.763 t:26.231998s
03-12 22:19:13.899  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.899  3003  3082 D AdaptiveBrightnessWeightStats: updateTransientStats: b: 15.763 ambientLux:4.0 currentBucketLux:4.0 mBrightnessMapper: 16.088829
03-12 22:19:13.899  4205  4205 I NowBarCardViewModel: setNowBarVisibility: false
03-12 22:19:13.899  4205  4205 D NotificationPanelView: setNowBarVisibility() isVisible = false
03-12 22:19:13.899  4205  4205 D KeyguardSecBottomAreaViewController: setNowBarVisibility  isVisible: false, oldVisible: true, showShortcutAnim: true, isShortcutAnimRunning: false
03-12 22:19:13.899  4205  4205 D KeyguardSecBottomAreaViewController: showShortcutAnimation  show: false, delay: 20
03-12 22:19:13.899  4205  4205 W View    : requestLayout() improperly called by com.android.systemui.shade.NotificationsQuickSettingsContainer{95c5ccc V.E...... ......ID 0,0-1080,2640 #7f0a087e app:id/notification_container_parent} during layout: running second layout pass
03-12 22:19:13.899  4205  4205 W View    : requestLayout() improperly called by com.android.systemui.qs.SecQSGradationDrawableView{a6be148 V.E...... ......ID 0,0-1080,354 #7f0a0a16 app:id/qs_gradation_view} during layout: running second layout pass
03-12 22:19:13.899  4205  4205 W View    : requestLayout() improperly called by android.widget.FrameLayout{4430be1 V.E...... ......I. 0,0-1080,2640 #2} during layout: running second layout pass
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by android.widget.FrameLayout{f30cd06 V.E...... ......ID 0,166-1080,2496 #7f0a0a14 app:id/qs_frame} during layout: running second layout pass
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by large_screen_header_constraint_qqs->large_screen_header_constraint_qs (pos:0.0 Dpos/Dt:0.0 during layout: running second layout pass
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by com.android.systemui.statusbar.phone.KeyguardStatusBarView{261db15 I.E...... ......ID 0,0-1080,94 #7f0a0615 app:id/keyguard_header} during layout: running second layout pass
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by android.widget.RelativeLayout{ba8de2a V.E...... ......ID 0,0-1080,174 #7f0a09ef app:id/qs_container} during layout: running second layout pass
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by android.widget.LinearLayout{913941b V.E...... ......ID 0,36-1080,138 #7f0a0a34 app:id/quick_qs_date_buttons} during layout: running second layout pass
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by android.widget.LinearLayout{5774f0 V.E...... ......ID 0,0-960,447 #7f0a0df1 app:id/tile_layout_background} during layout: running second layout pass
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by android.widget.LinearLayout{c7e1a69 V.E...... ......ID 0,57-960,417 #7f0a0df2 app:id/tile_layout_container} during layout: running second layout pass
03-12 22:19:13.900  3003  3003 D AdaptiveBrightnessLongtermModelBuilder[1]: Received android.intent.action.SCREEN_OFF
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by androidx.constraintlayout.widget.ConstraintLayout{3f36cee VFE...C.. ......ID 60,228-1020,699} during layout: running second layout pass
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by androidx.constraintlayout.widget.ConstraintLayout{7ea158f VFE...C.. ......ID 300,387-660,471 #7f0a0b05 app:id/scroll_indicator_touch_container} during layout: running second layout pass
03-12 22:19:13.900  5393  6882 I bt_shim_scanner: system/main/shim/le_scanning_manager.cc:197 ScanFilterParamSetup: in shim layer, clientIf=1
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by com.android.systemui.statusbar.phone.SwitchableDoubleShadowTextView{c5879b8 V.ED..... ......ID 0,10-520,62 #7f0a0bec app:id/shade_carrier_text} during layout: running second layout pass
03-12 22:19:13.900  4205  4205 W View    : requestLayout() improperly called by com.android.keyguard.CarrierText{75d0cd9 I.ED..... ......ID 0,0-423,74 #7f0a0601 app:id/keyguard_carrier_text} during layout: running second layout pass
03-12 22:19:13.900  5393  6882 I bt_shim_scanner: system/main/shim/le_scanning_manager.cc:197 ScanFilterParamSetup: in shim layer, clientIf=1
03-12 22:19:13.900  5393  5832 E bluetooth: system/gd/hci/le_scanning_manager.cc:929 scan_filter_parameter_setup: Remove passive filterScan. filter_index=14, uuid=0000fd59-0000-1000-8000-00805f9b34fb
03-12 22:19:13.900 16245 16526 I Rubin   : [79] f7.b.run(Unknown Source) : currentTimestamp : 1773368353900, lastCollectTimestamp : 1773321704293, diff : 46649607, BATCH_INTERVAL : 86400000
03-12 22:19:13.900 16245 16526 I Rubin   : [79] f7.b.run(Unknown Source) : isPassedSendInterval : FALSE
03-12 22:19:13.900 16245 16526 I Rubin   : [79] f7.b.run(Unknown Source) : IS_COLLECT_CONDITION : false
03-12 22:19:13.900  4832   922 I HoneySpace.SystemUiRepository: systemUiFlags: overview_disabled|home_disabled|navbar_hidden|keygrd_visible|allow_gesture|device_dozing|wakefulness_transition|navbar_gone
03-12 22:19:13.900  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.900  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.900  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.900  5393  6882 E ScanManager: [GSIM LOG]: gsimLogHandler, msg: MESSAGE_SCAN_STOP, appName: com.samsung.android.beaconmanager, scannerId: 1, reportDelayMillis=0
03-12 22:19:13.900  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.900  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.900  3003  3082 D AdaptiveBrightnessWeightStats: log: l:-1.0 b:34.596 t:26.387999 u:false 
03-12 22:19:13.901  4205  4205 I SecKeyguardClockPositionAlgorithm: prepareClockContainerHeightChanging:
03-12 22:19:13.901  4832  4895 I HoneySpace.TaskbarEventTracker: invokeEvent() called with: event = SystemUiStateChanged(stateFlags=1100050727362)
03-12 22:19:13.901  4205  4205 I PluginFaceWidgetManager: isEditMode = false
03-12 22:19:13.901  4205  4205 I NowBarItemManager: getVisibleList isScreenTurnedOn = false / aodShowState false shouldControlScreenOff false visibleList size = 0
03-12 22:19:13.901  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.901  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.901  5393  6882 I bt_shim_scanner: system/main/shim/le_scanning_manager.cc:197 ScanFilterParamSetup: in shim layer, clientIf=6
03-12 22:19:13.901 16245 16245 I Rubin   : [2] g2.a.n(Unknown Source) : currentTimestamp : 1773368353901, lastBatchTimestamp : 1773321704315, diff : 46649586, batchInterval : 86400000
03-12 22:19:13.901 16245 16245 I Rubin   : [2] g2.a.n(Unknown Source) : isPassedBatchInterval : FALSE
03-12 22:19:13.901  4205  4205 I SecKeyguardClockPositionAlgorithm: prepareClockContainerHeightChanging:
03-12 22:19:13.901 16245 16245 I Rubin   : [2] C1.G.onReceive(Unknown Source) : IS_MODEL_INFO_UPDATE_CONDITION : false
03-12 22:19:13.901  4205  4205 I PluginFaceWidgetManager: isEditMode = false
03-12 22:19:13.901  4205  4205 I NowBarItemManager: getVisibleList isScreenTurnedOn = false / aodShowState false shouldControlScreenOff false visibleList size = 0
03-12 22:19:13.901  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.901  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.901  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.902  5393  6882 E ScanManager: [GSIM LOG]: gsimLogHandler, msg: MESSAGE_SCAN_STOP, appName: com.samsung.android.mcfserver, scannerId: 6, reportDelayMillis=0
03-12 22:19:13.902  4205  4205 I SecKeyguardClockPositionAlgorithm: prepareClockContainerHeightChanging:
03-12 22:19:13.902  4205  4205 I PluginFaceWidgetManager: isEditMode = false
03-12 22:19:13.902  4205  4205 I NowBarItemManager: getVisibleList isScreenTurnedOn = false / aodShowState false shouldControlScreenOff false visibleList size = 0
03-12 22:19:13.902  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.902  4205  4205 E SecQSPanelResourcePickHelper: need to prepare suitable picker for COVER
03-12 22:19:13.902 16161 29410 E LoadedApk: Exception : java.lang.NullPointerException: Attempt to invoke virtual method 'boolean android.os.Looper.isPerfLogEnable()' on a null object reference
03-12 22:19:13.902  5393  6882 I bt_shim_scanner: system/main/shim/le_scanning_manager.cc:151 Scan: in shim layer stopped
03-12 22:19:13.902  4205  4205 D KeyguardStatusBarViewController: Alpha changed! - mExplicitAlpha=-1.0, getKeyguardContentsAlpha()=1.0, alphaQsExpansion=1.0, mKeyguardStatusBarAnimateAlpha=1.0, mKeyguardHeadsUpShowingAmount=0.0
03-12 22:19:13.902  4205  4205 I FaceWidgetViewModel: onNioViewStateUpdated : alpha 1.0, visibility 4
03-12 22:19:13.902  5393  5832 W bluetooth: system/gd/hci/le_scanning_manager.cc:716 scan: address_manager_registered_
03-12 22:19:13.902  5393  5832 W bluetooth: system/gd/hci/le_scanning_manager.cc:768 stop_scan: stop_scan
03-12 22:19:13.902  5393  5832 I bluetooth: system/gd/hci/le_address_manager.cc:278 unregister_client: Client unregistered
03-12 22:19:13.902  5393  5832 I bluetooth: system/gd/hci/le_address_manager.cc:293 unregister_client: Cancelled address rotation alarm
03-12 22:19:13.902  5393  6882 I bt_shim_scanner: system/main/shim/le_scanning_manager.cc:197 ScanFilterParamSetup: in shim layer, clientIf=4
03-12 22:19:13.902  4205  4205 D KeyguardStatusBarViewExt: v:4, a:1.00, com.android.systemui.statusbar.phone.KeyguardStatusBarViewController.updateViewState:34 com.android.systemui.shade.NotificationPanelViewController$$ExternalSyntheticLambda48.run:545 com.android.systemui.shade.NotificationShadeWindowControllerImpl.batchApplyWindowLayoutParams:7 com.android.systemui.shade.NotificationPanelViewController.setExpandedHeightInternal:23 com.android.systemui.shade.NotificationPanelViewController.setExpandedHeight:1 
03-12 22:19:13.902  4205  4205 I ComplicationWidgetPluginController: onShadeExpandedChanged true true
03-12 22:19:13.902  4205  4205 D KeyguardUpdateMonitor: isUserUnlocked userId:0, unlocked:true
03-12 22:19:13.902  4205  4205 I ComplicationWidgetPluginController: requestAppWidgetListening true , true true false
03-12 22:19:13.902  4205  4205 I SharedAppWidgetFacade:  startAppWidgetListening
03-12 22:19:13.902  4205  4205 I LockWidgetHostManagerImpl: Already Listening
03-12 22:19:13.903  4205  4205 D {OngoingActivityController}: onExpandedChanged : shade is open
03-12 22:19:13.903  4205  4205 D ShadeExpansionStateManager: updateStateInternal: OPENING -> OPEN
03-12 22:19:13.903 16245 23635 I Rubin   : [288] g2.a.n(Unknown Source) : currentTimestamp : 1773368353903, lastBatchTimestamp : 1773172866064, diff : 195487839, batchInterval : 259200000
03-12 22:19:13.903  5393  6882 E ScanManager: [GSIM LOG]: gsimLogHandler, msg: MESSAGE_SCAN_STOP, appName: android, scannerId: 4, reportDelayMillis=0
03-12 22:19:13.903 16245 23635 I Rubin   : [288] g2.a.n(Unknown Source) : isPassedBatchInterval : FALSE
03-12 22:19:13.903 16245 23635 I Rubin   : [288] C7.c.run(Unknown Source) : IS_UPDATE_CONDITION : false
03-12 22:19:13.903 16161 29410 E LoadedApk: Exception : java.lang.NullPointerException: Attempt to invoke virtual method 'boolean android.os.Looper.isPerfLogEnable()' on a null object reference
03-12 22:19:13.903  4205  4205 D KeyguardVisible: go panelState: OPENING -> OPEN tracking=false, expanded=true, fraction=0.0
03-12 22:19:13.903  4205  4205 D ShadeExpansionStateManager: onPanelExpansionChanged: OPENING -> OPEN
03-12 22:19:13.903  4205  4205 D ShadeExpansionStateManager: onPanelExpansionChanged: ShadeExpansionChangeEvent(fraction=1.0, expanded=true, tracking=false)
03-12 22:19:13.903  4205  4205 D QSGuideDialog: isNotShade : true (1)
03-12 22:19:13.903  4205  4205 D CentralSurfaces: onPanelExpansionChanged: lightReveal amount=0.0
03-12 22:19:13.903  4205  4205 D PanelSplitOpenAnimator: onPanelExpansionChanged : 1.0 state : 1
03-12 22:19:13.904  3003  4771 I ActivityManager: Changes in 10106 10 to 10, 128 to 0
03-12 22:19:13.904  3003  3003 D SLocation: DeviceStatusNotifyManager - broadcastReceiver.onReceive start 195554469
03-12 22:19:13.904  3003  3003 D SLocation: DeviceStatusNotifyManager - broadcastReceiver.onReceive end 195554469
03-12 22:19:13.904  4205  4205 I PluginFaceWidgetManager: isEditMode = false
03-12 22:19:13.904  4205  4205 I NowBarItemManager: getVisibleList isScreenTurnedOn = false / aodShowState false shouldControlScreenOff false visibleList size = 0
03-12 22:19:13.904  4205  4205 I NowBarCardViewModel: setVisibility visible = 0 / nowBarRootVisibility = 0
03-12 22:19:13.904  4205  4205 D QuickPanelLog: NPVC | updateExpansionAndVisibility: mExpandedFraction: 1.0, mInstantExpanding: true, isPanelVisibleBecauseOfHeadsUp: false, isTracking(): false, mIsSpringBackAnimation: false, isExpanded: true, isFullyExpanded: true, isFullyCollapsed: false, mHeightAnimator is null: true
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - com.android.systemui.shade.NotificationPanelViewController.updateExpansionAndVisibility:350
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - com.android.systemui.shade.NotificationPanelViewController$$ExternalSyntheticLambda48.run:557
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - com.android.systemui.shade.NotificationShadeWindowControllerImpl.batchApplyWindowLayoutParams:7
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - com.android.systemui.shade.NotificationPanelViewController.setExpandedHeightInternal:23
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - com.android.systemui.shade.NotificationPanelViewController.setExpandedHeight:1
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - com.android.systemui.shade.NotificationPanelViewController.setExpandedFraction:7
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - com.android.systemui.shade.NotificationPanelViewController$15.onGlobalLayout:69
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - android.view.ViewTreeObserver.dispatchOnGlobalLayout:1192
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - android.view.ViewRootImpl.performTraversals:5301
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - android.view.ViewRootImpl.doTraversal:3924
03-12 22:19:13.904  4205  4205 D QuickPanelLog: NPVC | onGlobalLayout: mAnimateAfterExpanding: false
03-12 22:19:13.904  4205  4205 D QuickPanelLog:  - com.android.systemui.shade.NotificationPanelViewController$15.onGlobalLayout:99
